Proposal,Proposal Type,Proposal Description,Line,Item,Item Type,Item Description,Item Description Subset,Quantity,Unit,Vendor Name,Unit Price,Extension,County,Date,Total Contract Amount,Latitude,Longitude
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,31,2033000000-E,ROADWAY ITEMS,SUBDRAIN FINE AGGREGATE,,84.0,CY,CROWDER CONSTRUCTION COMPANY,45.0,3780.0,MECKLENBURG,07/18/2023,12963787.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,32,2044000000-E,ROADWAY ITEMS,"6"" PERF SUBDRN PIPE",,500.0,LF,"POLIVKA INTERNATIONAL COMPANY, INC.",22.5,11250.0,MECKLENBURG,07/18/2023,8155730.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,32,2044000000-E,ROADWAY ITEMS,"6"" PERF SUBDRN PIPE",,500.0,LF,CROWDER CONSTRUCTION COMPANY,887.38,443690.0,MECKLENBURG,07/18/2023,12963787.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,33,2070000000-N,ROADWAY ITEMS,SUBDRN PIPE OUTLET,,1.0,EA,"POLIVKA INTERNATIONAL COMPANY, INC.",1250.0,1250.0,MECKLENBURG,07/18/2023,8155730.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,33,2070000000-N,ROADWAY ITEMS,SUBDRN PIPE OUTLET,,1.0,EA,CROWDER CONSTRUCTION COMPANY,365.0,365.0,MECKLENBURG,07/18/2023,12963787.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,34,2077000000-E,ROADWAY ITEMS,"6"" OUTLET PIPE",,6.0,LF,"POLIVKA INTERNATIONAL COMPANY, INC.",450.0,2700.0,MECKLENBURG,07/18/2023,8155730.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,34,2077000000-E,ROADWAY ITEMS,"6"" OUTLET PIPE",,6.0,LF,CROWDER CONSTRUCTION COMPANY,889.1,5334.6,MECKLENBURG,07/18/2023,12963787.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,35,2275000000-E,ROADWAY ITEMS,FLOWABLE FILL,,8.0,CY,"POLIVKA INTERNATIONAL COMPANY, INC.",400.0,3200.0,MECKLENBURG,07/18/2023,8155730.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,35,2275000000-E,ROADWAY ITEMS,FLOWABLE FILL,,8.0,CY,CROWDER CONSTRUCTION COMPANY,4632.71,37061.68,MECKLENBURG,07/18/2023,12963787.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,36,2495000000-E,ROADWAY ITEMS,GENERIC DRAINAGE ITEM (CY),ENDWALLS,10.4,CY,"POLIVKA INTERNATIONAL COMPANY, INC.",2500.0,26000.0,MECKLENBURG,07/18/2023,8155730.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,36,2495000000-E,ROADWAY ITEMS,GENERIC DRAINAGE ITEM (CY),ENDWALLS,10.4,CY,CROWDER CONSTRUCTION COMPANY,20680.53,215077.51,MECKLENBURG,07/18/2023,12963787.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,37,3575000000-E,ROADWAY ITEMS,GENERIC FENCING ITEM (LF),REMOVE FENCE,445.0,LF,"POLIVKA INTERNATIONAL COMPANY, INC.",7.0,3115.0,MECKLENBURG,07/18/2023,8155730.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,37,3575000000-E,ROADWAY ITEMS,GENERIC FENCING ITEM (LF),REMOVE FENCE,445.0,LF,CROWDER CONSTRUCTION COMPANY,10.0,4450.0,MECKLENBURG,07/18/2023,12963787.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,38,3578000000-N,ROADWAY ITEMS,GENERIC FENCING ITEM (EA),GATE,1.0,EA,"POLIVKA INTERNATIONAL COMPANY, INC.",4500.0,4500.0,MECKLENBURG,07/18/2023,8155730.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,38,3578000000-N,ROADWAY ITEMS,GENERIC FENCING ITEM (EA),GATE,1.0,EA,CROWDER CONSTRUCTION COMPANY,6000.0,6000.0,MECKLENBURG,07/18/2023,12963787.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,39,3628000000-E,ROADWAY ITEMS,"RIP RAP, CLASS I",,840.0,TON,"POLIVKA INTERNATIONAL COMPANY, INC.",85.0,71400.0,MECKLENBURG,07/18/2023,8155730.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,39,3628000000-E,ROADWAY ITEMS,"RIP RAP, CLASS I",,840.0,TON,CROWDER CONSTRUCTION COMPANY,119.95,100758.0,MECKLENBURG,07/18/2023,12963787.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,40,3656000000-E,ROADWAY ITEMS,GEOTEXTILE FOR DRAINGE,,2155.0,SY,"POLIVKA INTERNATIONAL COMPANY, INC.",4.0,8620.0,MECKLENBURG,07/18/2023,8155730.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,40,3656000000-E,ROADWAY ITEMS,GEOTEXTILE FOR DRAINGE,,2155.0,SY,CROWDER CONSTRUCTION COMPANY,2.61,5624.55,MECKLENBURG,07/18/2023,12963787.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,41,3832000000-E,ROADWAY ITEMS,RR TRACK TO BE REMOVED,,800.0,TF,"POLIVKA INTERNATIONAL COMPANY, INC.",16.5,13200.0,MECKLENBURG,07/18/2023,8155730.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,41,3832000000-E,ROADWAY ITEMS,RR TRACK TO BE REMOVED,,800.0,TF,CROWDER CONSTRUCTION COMPANY,460.0,368000.0,MECKLENBURG,07/18/2023,12963787.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,42,3884000000-N,ROADWAY ITEMS,GENERIC TRACKWORK ITEM (EA),CROSSTIE DISPOSAL,480.0,EA,"POLIVKA INTERNATIONAL COMPANY, INC.",85.0,40800.0,MECKLENBURG,07/18/2023,8155730.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,42,3884000000-N,ROADWAY ITEMS,GENERIC TRACKWORK ITEM (EA),CROSSTIE DISPOSAL,480.0,EA,CROWDER CONSTRUCTION COMPANY,154.4,74112.0,MECKLENBURG,07/18/2023,12963787.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,43,3885000000-E,ROADWAY ITEMS,GENERIC TRACKWORK ITEM (TON),SUB-BALLAST,6915.0,TON,"POLIVKA INTERNATIONAL COMPANY, INC.",60.0,414900.0,MECKLENBURG,07/18/2023,8155730.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,43,3885000000-E,ROADWAY ITEMS,GENERIC TRACKWORK ITEM (TON),SUB-BALLAST,6915.0,TON,CROWDER CONSTRUCTION COMPANY,151.24,1045824.6,MECKLENBURG,07/18/2023,12963787.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,44,4405000000-E,ROADWAY ITEMS,WORK ZONE SIGNS (PORT),,96.0,SF,"POLIVKA INTERNATIONAL COMPANY, INC.",35.0,3360.0,MECKLENBURG,07/18/2023,8155730.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,44,4405000000-E,ROADWAY ITEMS,WORK ZONE SIGNS (PORT),,96.0,SF,CROWDER CONSTRUCTION COMPANY,22.0,2112.0,MECKLENBURG,07/18/2023,12963787.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,45,4455000000-N,ROADWAY ITEMS,FLAGGER,,10.0,DAY,"POLIVKA INTERNATIONAL COMPANY, INC.",1500.0,15000.0,MECKLENBURG,07/18/2023,8155730.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,45,4455000000-N,ROADWAY ITEMS,FLAGGER,,10.0,DAY,CROWDER CONSTRUCTION COMPANY,1695.0,16950.0,MECKLENBURG,07/18/2023,12963787.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,46,4485000000-E,ROADWAY ITEMS,PORT CONC BARRIER,,20.0,LF,"POLIVKA INTERNATIONAL COMPANY, INC.",75.0,1500.0,MECKLENBURG,07/18/2023,8155730.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,46,4485000000-E,ROADWAY ITEMS,PORT CONC BARRIER,,20.0,LF,CROWDER CONSTRUCTION COMPANY,130.85,2617.0,MECKLENBURG,07/18/2023,12963787.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,47,4955000000-N,ROADWAY ITEMS,OBJECT MARKERS (END OF RD),,3.0,EA,"POLIVKA INTERNATIONAL COMPANY, INC.",450.0,1350.0,MECKLENBURG,07/18/2023,8155730.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,47,4955000000-N,ROADWAY ITEMS,OBJECT MARKERS (END OF RD),,3.0,EA,CROWDER CONSTRUCTION COMPANY,495.0,1485.0,MECKLENBURG,07/18/2023,12963787.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,48,5325000000-E,ROADWAY ITEMS,"**"" WATER LINE","(64"")",268.0,LF,"POLIVKA INTERNATIONAL COMPANY, INC.",5625.0,1507500.0,MECKLENBURG,07/18/2023,8155730.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,48,5325000000-E,ROADWAY ITEMS,"**"" WATER LINE","(64"")",268.0,LF,CROWDER CONSTRUCTION COMPANY,4268.29,1143901.72,MECKLENBURG,07/18/2023,12963787.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,49,5691500000-E,ROADWAY ITEMS,"12"" SANITARY GRAVITY SEWER",,450.0,LF,"POLIVKA INTERNATIONAL COMPANY, INC.",220.0,99000.0,MECKLENBURG,07/18/2023,8155730.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,49,5691500000-E,ROADWAY ITEMS,"12"" SANITARY GRAVITY SEWER",,450.0,LF,CROWDER CONSTRUCTION COMPANY,732.04,329418.0,MECKLENBURG,07/18/2023,12963787.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,50,5775000000-E,ROADWAY ITEMS,4' DIA UTILITY MANHOLE,,3.0,EA,"POLIVKA INTERNATIONAL COMPANY, INC.",3575.0,10725.0,MECKLENBURG,07/18/2023,8155730.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,50,5775000000-E,ROADWAY ITEMS,4' DIA UTILITY MANHOLE,,3.0,EA,CROWDER CONSTRUCTION COMPANY,6097.56,18292.68,MECKLENBURG,07/18/2023,12963787.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,51,5781000000-E,ROADWAY ITEMS,UTILITY MANHOLE WALL 4' DIA,,10.0,LF,"POLIVKA INTERNATIONAL COMPANY, INC.",4500.0,45000.0,MECKLENBURG,07/18/2023,8155730.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,51,5781000000-E,ROADWAY ITEMS,UTILITY MANHOLE WALL 4' DIA,,10.0,LF,CROWDER CONSTRUCTION COMPANY,508.13,5081.3,MECKLENBURG,07/18/2023,12963787.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,52,5798000000-E,ROADWAY ITEMS,"ABANDON **"" UTILITY PIPE","(64"")",294.0,LF,"POLIVKA INTERNATIONAL COMPANY, INC.",150.0,44100.0,MECKLENBURG,07/18/2023,8155730.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,52,5798000000-E,ROADWAY ITEMS,"ABANDON **"" UTILITY PIPE","(64"")",294.0,LF,CROWDER CONSTRUCTION COMPANY,813.01,239024.94,MECKLENBURG,07/18/2023,12963787.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,53,5802000000-E,ROADWAY ITEMS,"ABANDON 10"" UTILITY PIPE",,396.0,LF,"POLIVKA INTERNATIONAL COMPANY, INC.",55.0,21780.0,MECKLENBURG,07/18/2023,8155730.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,53,5802000000-E,ROADWAY ITEMS,"ABANDON 10"" UTILITY PIPE",,396.0,LF,CROWDER CONSTRUCTION COMPANY,157.52,62377.92,MECKLENBURG,07/18/2023,12963787.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,54,5828000000-N,ROADWAY ITEMS,REMOVE UTILITY MANHOLE,,1.0,EA,"POLIVKA INTERNATIONAL COMPANY, INC.",2500.0,2500.0,MECKLENBURG,07/18/2023,8155730.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,54,5828000000-N,ROADWAY ITEMS,REMOVE UTILITY MANHOLE,,1.0,EA,CROWDER CONSTRUCTION COMPANY,3252.03,3252.03,MECKLENBURG,07/18/2023,12963787.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,55,5835000000-E,ROADWAY ITEMS,"**"" ENCASEMENT PIPE","(96"")",166.0,LF,"POLIVKA INTERNATIONAL COMPANY, INC.",3500.0,581000.0,MECKLENBURG,07/18/2023,8155730.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,55,5835000000-E,ROADWAY ITEMS,"**"" ENCASEMENT PIPE","(96"")",166.0,LF,CROWDER CONSTRUCTION COMPANY,4500.0,747000.0,MECKLENBURG,07/18/2023,12963787.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,56,5836000000-E,ROADWAY ITEMS,"24"" ENCASEMENT PIPE",,186.0,LF,"POLIVKA INTERNATIONAL COMPANY, INC.",900.0,167400.0,MECKLENBURG,07/18/2023,8155730.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,56,5836000000-E,ROADWAY ITEMS,"24"" ENCASEMENT PIPE",,186.0,LF,CROWDER CONSTRUCTION COMPANY,1400.0,260400.0,MECKLENBURG,07/18/2023,12963787.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,57,5882000000-N,ROADWAY ITEMS,GENERIC UTILITY ITEM (EA),22-1/2 DEGREE STEEL BEND,2.0,EA,"POLIVKA INTERNATIONAL COMPANY, INC.",125500.0,251000.0,MECKLENBURG,07/18/2023,8155730.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,57,5882000000-N,ROADWAY ITEMS,GENERIC UTILITY ITEM (EA),22-1/2 DEGREE STEEL BEND,2.0,EA,CROWDER CONSTRUCTION COMPANY,50813.01,101626.02,MECKLENBURG,07/18/2023,12963787.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,58,5882000000-N,ROADWAY ITEMS,GENERIC UTILITY ITEM (EA),"36"" MANWAY WITH 8' X 10' UTILITY VAULT",2.0,EA,"POLIVKA INTERNATIONAL COMPANY, INC.",45000.0,90000.0,MECKLENBURG,07/18/2023,8155730.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,58,5882000000-N,ROADWAY ITEMS,GENERIC UTILITY ITEM (EA),"36"" MANWAY WITH 8' X 10' UTILITY VAULT",2.0,EA,CROWDER CONSTRUCTION COMPANY,177845.53,355691.06,MECKLENBURG,07/18/2023,12963787.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,59,5882000000-N,ROADWAY ITEMS,GENERIC UTILITY ITEM (EA),ANODE TEST STATION,1.0,EA,"POLIVKA INTERNATIONAL COMPANY, INC.",115750.0,115750.0,MECKLENBURG,07/18/2023,8155730.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,59,5882000000-N,ROADWAY ITEMS,GENERIC UTILITY ITEM (EA),ANODE TEST STATION,1.0,EA,CROWDER CONSTRUCTION COMPANY,104166.67,104166.67,MECKLENBURG,07/18/2023,12963787.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,60,6000000000-E,ROADWAY ITEMS,TEMPORARY SILT FENCE,,7135.0,LF,"POLIVKA INTERNATIONAL COMPANY, INC.",3.5,24972.5,MECKLENBURG,07/18/2023,8155730.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,60,6000000000-E,ROADWAY ITEMS,TEMPORARY SILT FENCE,,7135.0,LF,CROWDER CONSTRUCTION COMPANY,2.25,16053.75,MECKLENBURG,07/18/2023,12963787.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,61,6006000000-E,ROADWAY ITEMS,EROS CONTRL STONE CL A,,255.0,TON,"POLIVKA INTERNATIONAL COMPANY, INC.",87.5,22312.5,MECKLENBURG,07/18/2023,8155730.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,61,6006000000-E,ROADWAY ITEMS,EROS CONTRL STONE CL A,,255.0,TON,CROWDER CONSTRUCTION COMPANY,114.74,29258.7,MECKLENBURG,07/18/2023,12963787.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,62,6009000000-E,ROADWAY ITEMS,EROS CONTRL STONE CL B,,975.0,TON,"POLIVKA INTERNATIONAL COMPANY, INC.",90.0,87750.0,MECKLENBURG,07/18/2023,8155730.0,35.2632655,-80.8543847
C204176,"GRADING, DRAINAGE, AND CULVERT., GRADING, DRAINAGE, AND PAVING.",CHARLOTTE GATEWAY STATION - RAIL (STI); WYE CONNECTION TRACK AT CHARLOTTE JUNCTION.,62,6009000000-E,ROADWAY ITEMS,EROS CONTRL STONE CL B,,975.0,TON,CROWDER CONSTRUCTION COMPANY,114.74,111871.5,MECKLENBURG,07/18/2023,12963787.0,35.2632655,-80.8543847
